id,full_name,gender,part_time_job,weekly_self_study_hours,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,average_score
1375,Robin Carr,female,False,32.0,81.0,64.0,81.0,92.0,87.0,84.0,95.0,76.33
1376,Julie Lambert,female,False,9.0,91.0,87.0,71.0,98.0,93.0,83.0,81.0,87.0
1377,Cynthia Rodriguez,female,False,16.0,91.0,84.0,95.0,97.0,88.0,70.0,77.0,81.67
1378,Thomas Ball,male,False,29.0,100.0,79.0,77.0,61.0,79.0,70.0,69.0,83.0
1379,Patricia Pope,female,False,5.0,60.0,69.0,80.0,87.0,100.0,93.0,92.0,74.0
1380,Bryan Pacheco,male,False,14.0,90.0,95.0,68.0,75.0,71.0,68.0,95.0,84.33
1381,Steven Richardson,male,False,20.0,94.0,88.0,78.0,99.0,65.0,76.0,68.0,86.0
1382,Deborah Hood,female,False,28.0,90.0,79.0,64.0,93.0,81.0,63.0,76.0,77.33
1383,Laura Campbell,female,True,13.0,78.0,89.0,83.0,80.0,67.0,90.0,93.0,85.67
1384,Bradley Patel,male,True,3.0,40.0,73.0,88.0,95.0,64.0,61.0,92.0,58.0
1385,Angela Moran,female,False,26.0,97.0,84.0,70.0,90.0,97.0,95.0,87.0,92.0
1386,Samuel Lee,male,True,8.0,84.0,98.0,71.0,62.0,89.0,86.0,67.0,89.33
1387,Catherine Miles,female,False,4.0,64.0,66.0,56.0,59.0,68.0,68.0,84.0,66.0
1388,Joseph Erickson,male,False,20.0,89.0,88.0,86.0,77.0,87.0,88.0,78.0,88.33
1389,Bradley Cook,male,False,34.0,99.0,93.0,98.0,74.0,87.0,88.0,78.0,93.33
1390,Tony Montgomery,male,False,42.0,85.0,96.0,98.0,85.0,95.0,96.0,97.0,92.33
1391,Drew Williams,male,False,4.0,89.0,78.0,89.0,91.0,76.0,96.0,81.0,87.67
1392,Gwendolyn Martinez,female,False,14.0,97.0,92.0,64.0,93.0,60.0,63.0,90.0,84.0
1393,Nathan Calhoun,male,False,29.0,86.0,100.0,86.0,96.0,73.0,60.0,77.0,82.0
1394,Krista Myers,female,False,34.0,72.0,86.0,69.0,81.0,67.0,98.0,72.0,85.33
1395,Jeremy Bailey,male,False,1.0,63.0,78.0,97.0,67.0,72.0,64.0,67.0,68.33
1396,Nicholas Lester,male,False,27.0,99.0,78.0,92.0,65.0,90.0,96.0,96.0,91.0
1397,Jennifer Ford,female,False,30.0,81.0,85.0,64.0,61.0,86.0,80.0,83.0,82.0
1398,Connor Mitchell,male,False,33.0,72.0,80.0,84.0,91.0,96.0,93.0,74.0,81.67
1399,Christine Nelson,female,False,15.0,94.0,98.0,65.0,98.0,78.0,96.0,86.0,96.0
1400,Rebecca Spencer,female,False,5.0,58.0,71.0,73.0,65.0,63.0,85.0,64.0,71.33
1401,Kyle Rojas,male,False,29.0,61.0,86.0,78.0,80.0,94.0,60.0,88.0,69.0
1402,Stacy Sanders,female,True,28.0,89.0,76.0,100.0,100.0,99.0,68.0,79.0,77.67
1403,Taylor Waters,female,True,1.0,96.0,58.0,65.0,62.0,76.0,93.0,77.0,82.33
1404,Julie Nichols,female,False,22.0,96.0,73.0,80.0,99.0,91.0,82.0,91.0,83.67
1405,John Lin,male,False,21.0,60.0,88.0,75.0,86.0,72.0,80.0,69.0,76.0
1406,William Ryan,male,False,34.0,93.0,65.0,81.0,94.0,92.0,60.0,100.0,72.67
1407,Joseph Phillips,male,False,33.0,93.0,63.0,69.0,97.0,64.0,82.0,83.0,79.33
1408,Christina Ramirez,female,False,3.0,58.0,65.0,72.0,98.0,56.0,59.0,81.0,60.67
1409,Laura Baxter,female,True,0.0,73.0,85.0,84.0,88.0,78.0,87.0,76.0,81.67
1410,Kevin Jackson,male,False,3.0,93.0,51.0,58.0,70.0,63.0,64.0,89.0,69.33
1411,Kayla Schwartz,female,False,20.0,92.0,66.0,77.0,96.0,92.0,62.0,90.0,73.33
1412,Jason Myers,male,False,18.0,99.0,99.0,69.0,92.0,95.0,79.0,81.0,92.33
1413,Mary Arnold,female,False,35.0,99.0,96.0,99.0,91.0,94.0,92.0,99.0,95.67
1414,Suzanne Owens,female,False,3.0,73.0,70.0,80.0,74.0,71.0,90.0,80.0,77.67
1415,Misty Stewart,female,False,27.0,87.0,91.0,92.0,66.0,62.0,89.0,76.0,89.0
1416,Paul Johnson,male,False,32.0,86.0,78.0,81.0,87.0,99.0,71.0,97.0,78.33
1417,Jordan Rocha,male,False,30.0,89.0,93.0,71.0,84.0,63.0,61.0,76.0,81.0
1418,Roger Dixon,male,False,3.0,96.0,64.0,85.0,86.0,93.0,92.0,65.0,84.0
1419,Patricia Garrison,female,False,19.0,90.0,73.0,71.0,68.0,74.0,87.0,66.0,83.33
1420,Amanda Davis,female,False,9.0,98.0,65.0,66.0,87.0,78.0,84.0,91.0,82.33
1421,Michael Ferguson,male,False,26.0,85.0,87.0,85.0,69.0,80.0,99.0,93.0,90.33
1422,Melissa Robinson,female,False,28.0,85.0,96.0,100.0,75.0,63.0,87.0,89.0,89.33
1423,Kathryn Rivera,female,True,35.0,89.0,94.0,92.0,98.0,92.0,92.0,99.0,91.67
1424,Javier Macdonald,male,False,32.0,93.0,97.0,93.0,66.0,83.0,88.0,79.0,92.67
1425,Angela Elliott,female,True,35.0,96.0,91.0,95.0,88.0,89.0,85.0,92.0,90.67
1426,Christine Collins,female,False,26.0,84.0,64.0,98.0,100.0,89.0,79.0,96.0,75.67
1427,Calvin Taylor,male,False,14.0,76.0,97.0,99.0,83.0,74.0,94.0,99.0,89.0
1428,Jennifer Contreras,female,False,26.0,80.0,78.0,71.0,69.0,76.0,97.0,77.0,85.0
1429,Jennifer Mccoy,female,False,3.0,63.0,77.0,89.0,79.0,79.0,60.0,81.0,66.67
1430,Daniel Thomas,male,False,33.0,90.0,86.0,100.0,90.0,76.0,66.0,83.0,80.67
1431,Brian Hess,male,False,35.0,85.0,93.0,85.0,91.0,86.0,94.0,89.0,90.67
1432,Jessica Mathews,female,False,22.0,78.0,81.0,94.0,64.0,61.0,91.0,88.0,83.33
1433,Kathryn Sanchez,female,False,23.0,74.0,90.0,90.0,80.0,91.0,92.0,100.0,85.33
1434,Jeremy Cook,male,False,27.0,83.0,89.0,95.0,70.0,95.0,80.0,70.0,84.0
1435,Michael Anderson,male,False,31.0,87.0,96.0,79.0,79.0,74.0,86.0,85.0,89.67
1436,Olivia Garza,female,False,26.0,90.0,77.0,84.0,70.0,77.0,86.0,70.0,84.33
1437,Emily Mason,female,False,1.0,73.0,71.0,95.0,63.0,62.0,85.0,99.0,76.33
1438,Jennifer Gonzales,female,False,7.0,79.0,78.0,100.0,90.0,89.0,80.0,68.0,79.0
1439,Samantha Rodriguez,female,False,4.0,62.0,84.0,74.0,74.0,66.0,61.0,90.0,69.0
1440,Anthony Adams,male,False,31.0,87.0,78.0,96.0,84.0,97.0,89.0,82.0,84.67
1441,Ronald Diaz,male,False,23.0,81.0,83.0,79.0,94.0,37.0,84.0,71.0,82.67
1442,Dana Lambert,female,False,5.0,83.0,66.0,94.0,75.0,72.0,78.0,74.0,75.67
1443,Jonathan Mckay,male,False,1.0,90.0,50.0,84.0,90.0,83.0,62.0,100.0,67.33
1444,Thomas Odom,male,False,4.0,75.0,69.0,97.0,98.0,60.0,60.0,85.0,68.0
1445,John Wells,male,False,23.0,94.0,61.0,81.0,64.0,75.0,72.0,61.0,75.67
1446,Richard Castillo,male,False,15.0,91.0,68.0,62.0,82.0,70.0,92.0,73.0,83.67
1447,Peter Peck,male,False,24.0,96.0,88.0,68.0,95.0,67.0,95.0,75.0,93.0
1448,Chris Greene,male,False,31.0,85.0,76.0,82.0,85.0,73.0,60.0,90.0,73.67
1449,Michael Vance,male,False,29.0,71.0,93.0,90.0,89.0,69.0,94.0,79.0,86.0
1450,Joanne Howard,female,False,49.0,98.0,90.0,87.0,92.0,92.0,99.0,98.0,95.67
1451,James Clarke,male,False,6.0,66.0,97.0,82.0,70.0,93.0,68.0,98.0,77.0
1452,Michael Smith,male,False,33.0,99.0,82.0,69.0,84.0,79.0,88.0,67.0,89.67
1453,Nicole King,female,True,10.0,71.0,70.0,87.0,62.0,92.0,63.0,80.0,68.0
1454,Ruth Miller,female,False,13.0,74.0,76.0,81.0,69.0,98.0,96.0,65.0,82.0
1455,Katelyn Roman,female,False,25.0,93.0,60.0,71.0,63.0,75.0,76.0,77.0,76.33
1456,Allison Hendricks,female,False,35.0,89.0,90.0,99.0,91.0,94.0,96.0,85.0,91.67
1457,Zachary Lucero,male,True,1.0,66.0,53.0,85.0,84.0,98.0,86.0,79.0,68.33
1458,Gregory Ryan,male,False,29.0,80.0,96.0,79.0,95.0,74.0,95.0,61.0,90.33
1459,Jacob Hall,male,False,20.0,97.0,93.0,67.0,85.0,90.0,72.0,96.0,87.33
1460,Mark Wright,male,True,49.0,87.0,86.0,87.0,91.0,86.0,96.0,92.0,89.67
1461,Jennifer Wright,female,False,13.0,77.0,87.0,83.0,81.0,60.0,92.0,76.0,85.33
1462,Kimberly Dyer,female,False,20.0,99.0,93.0,90.0,79.0,93.0,71.0,84.0,87.67
1463,Nicole Grant,female,False,18.0,89.0,75.0,65.0,100.0,74.0,71.0,75.0,78.33
1464,Peter Anderson,male,False,23.0,86.0,79.0,69.0,60.0,76.0,76.0,92.0,80.33
1465,Christine Hernandez,female,False,10.0,82.0,86.0,91.0,68.0,80.0,62.0,81.0,76.67
1466,Christine Smith,female,False,4.0,79.0,100.0,75.0,85.0,100.0,81.0,64.0,86.67
1467,Mark Robinson,male,False,11.0,89.0,70.0,92.0,100.0,100.0,95.0,65.0,84.67
1468,Joan Estrada,female,False,15.0,77.0,73.0,67.0,67.0,88.0,89.0,99.0,79.67
1469,Shelby Lewis,female,False,16.0,95.0,79.0,85.0,73.0,74.0,86.0,68.0,86.67
1470,Joshua Williams,male,False,5.0,63.0,54.0,57.0,51.0,63.0,88.0,83.0,68.33
1471,Cynthia Martinez,female,False,26.0,98.0,85.0,95.0,92.0,74.0,79.0,63.0,87.33
1472,Kevin Holt,male,False,29.0,76.0,81.0,69.0,87.0,60.0,93.0,62.0,83.33
1473,Jessica Nolan,female,False,3.0,40.0,81.0,54.0,70.0,53.0,98.0,61.0,73.0
1474,Timothy Fowler,male,False,32.0,89.0,84.0,84.0,100.0,77.0,62.0,69.0,78.33
1475,Samantha Ibarra,female,False,24.0,86.0,75.0,97.0,93.0,88.0,74.0,97.0,78.33
1476,Michelle Guerrero,female,False,20.0,99.0,77.0,60.0,99.0,100.0,83.0,72.0,86.33
1477,Stephanie Pineda,female,True,1.0,67.0,61.0,61.0,82.0,69.0,87.0,97.0,71.67
1478,Philip Blair,male,False,0.0,43.0,87.0,81.0,61.0,65.0,53.0,84.0,61.0
1479,David Jimenez,male,False,5.0,40.0,97.0,92.0,93.0,92.0,65.0,82.0,67.33
1480,Megan Bright,female,False,5.0,65.0,93.0,67.0,73.0,57.0,72.0,97.0,76.67
1481,Thomas Montoya,male,False,1.0,96.0,92.0,64.0,54.0,87.0,60.0,88.0,82.67
1482,Brenda Houston,female,False,27.0,96.0,92.0,80.0,61.0,66.0,98.0,70.0,95.33
1483,Daniel Lee,male,True,29.0,90.0,84.0,90.0,81.0,92.0,83.0,69.0,85.67
1484,Stephanie Jones,female,True,4.0,85.0,57.0,77.0,81.0,65.0,75.0,85.0,72.33
1485,Rachel Salas,female,True,4.0,92.0,96.0,80.0,98.0,61.0,84.0,74.0,90.67
1486,Oscar Benjamin,male,False,21.0,100.0,82.0,84.0,100.0,90.0,62.0,87.0,81.33
1487,Debra Brown,female,False,31.0,94.0,63.0,98.0,73.0,63.0,98.0,100.0,85.0
1488,Jennifer Martin,female,False,15.0,85.0,76.0,94.0,89.0,85.0,83.0,80.0,81.33
1489,Jeffrey Conley,male,False,30.0,80.0,84.0,82.0,69.0,91.0,80.0,96.0,81.33
1490,Cory Cook,male,False,31.0,99.0,61.0,91.0,73.0,89.0,62.0,82.0,74.0
1491,David Walters,male,False,23.0,70.0,91.0,81.0,61.0,64.0,93.0,96.0,84.67
1492,Jeffrey Moore,male,False,23.0,62.0,72.0,78.0,96.0,70.0,74.0,72.0,69.33
1493,Stacey Williams,female,True,27.0,94.0,97.0,73.0,79.0,84.0,66.0,64.0,85.67
1494,Beth Stephens,female,False,5.0,79.0,93.0,100.0,83.0,78.0,80.0,87.0,84.0
1495,Lisa Franco,female,True,4.0,47.0,75.0,53.0,60.0,90.0,59.0,86.0,60.33
1496,Sarah Snow,female,False,21.0,100.0,73.0,70.0,71.0,73.0,96.0,67.0,89.67
1497,Frederick Lopez,male,False,26.0,90.0,69.0,75.0,98.0,70.0,75.0,80.0,78.0
1498,Cynthia White,female,False,13.0,63.0,94.0,65.0,98.0,69.0,90.0,85.0,82.33
1499,Samantha Hopkins,female,False,10.0,78.0,76.0,93.0,88.0,83.0,99.0,98.0,84.33
1500,Destiny Rhodes,female,False,25.0,95.0,94.0,69.0,73.0,71.0,93.0,71.0,94.0
1501,Jessica Jones,female,False,13.0,88.0,92.0,66.0,100.0,98.0,99.0,70.0,93.0
1502,Mark Smith,male,False,29.0,87.0,86.0,95.0,92.0,91.0,79.0,64.0,84.0
1503,Maureen Cain,female,False,1.0,89.0,100.0,81.0,62.0,75.0,68.0,71.0,85.67
1504,Jennifer Fuentes,female,True,11.0,89.0,65.0,82.0,77.0,90.0,76.0,84.0,76.67
1505,Jennifer Arnold,female,False,26.0,90.0,100.0,89.0,69.0,100.0,95.0,94.0,95.0
1506,Laura Smith,female,False,12.0,99.0,75.0,71.0,90.0,92.0,78.0,69.0,84.0
1507,David Shaw,male,True,32.0,91.0,75.0,77.0,95.0,80.0,95.0,88.0,87.0
1508,Diana Russo,female,False,28.0,75.0,99.0,60.0,90.0,51.0,77.0,84.0,83.67
1509,Hayley Johnson,female,False,34.0,60.0,93.0,99.0,81.0,96.0,92.0,80.0,81.67
1510,Melissa Jackson,female,False,17.0,90.0,64.0,79.0,66.0,96.0,61.0,81.0,71.67
1511,Kimberly Miller,female,False,31.0,93.0,74.0,80.0,79.0,70.0,66.0,91.0,77.67
1512,Andrew Stanley,male,False,25.0,93.0,74.0,96.0,69.0,71.0,82.0,76.0,83.0
1513,Mary Taylor,female,False,14.0,92.0,74.0,90.0,87.0,89.0,94.0,87.0,86.67
1514,Mindy Jones,female,False,2.0,86.0,60.0,91.0,82.0,73.0,77.0,64.0,74.33
1515,John Powell,male,True,5.0,64.0,69.0,85.0,99.0,76.0,98.0,60.0,77.0
1516,Amanda Padilla,female,False,2.0,91.0,87.0,84.0,91.0,96.0,88.0,82.0,88.67
1517,Kevin Koch,male,False,33.0,76.0,66.0,96.0,86.0,85.0,62.0,68.0,68.0
1518,Chad Moreno,male,False,33.0,72.0,67.0,65.0,76.0,69.0,81.0,70.0,73.33
1519,Stephanie Spencer,female,False,5.0,63.0,86.0,72.0,72.0,90.0,75.0,92.0,74.67
1520,Peter Vargas,male,True,23.0,94.0,61.0,72.0,70.0,87.0,82.0,76.0,79.0
1521,Kayla Bailey,female,False,2.0,70.0,75.0,59.0,91.0,53.0,97.0,95.0,80.67
1522,Stephanie Jones,female,False,23.0,83.0,69.0,66.0,95.0,93.0,77.0,77.0,76.33
1523,Nancy Hartman,female,False,3.0,50.0,61.0,50.0,96.0,70.0,58.0,86.0,56.33
1524,Eduardo Brown,male,False,48.0,99.0,89.0,96.0,98.0,89.0,98.0,93.0,95.33
1525,Thomas Stone,male,False,32.0,76.0,85.0,62.0,65.0,79.0,81.0,61.0,80.67
1526,Craig Carter,male,True,3.0,71.0,66.0,52.0,99.0,87.0,89.0,70.0,75.33
1527,Michael Harrington,male,False,24.0,60.0,78.0,96.0,93.0,62.0,60.0,83.0,66.0
1528,Valerie Nichols,female,False,21.0,87.0,74.0,81.0,65.0,74.0,91.0,82.0,84.0
1529,Brian Garcia,male,False,0.0,93.0,84.0,65.0,56.0,67.0,92.0,81.0,89.67
1530,Renee Smith,female,False,25.0,87.0,87.0,69.0,71.0,74.0,91.0,74.0,88.33
1531,Kaitlyn Frazier,female,False,10.0,93.0,68.0,61.0,78.0,80.0,65.0,77.0,75.33
1532,Jesse Green,male,False,4.0,96.0,64.0,91.0,69.0,60.0,62.0,62.0,74.0
1533,Kimberly Cooper,female,False,7.0,62.0,73.0,74.0,72.0,83.0,63.0,79.0,66.0
1534,Matthew Chambers,male,True,0.0,50.0,80.0,100.0,81.0,61.0,68.0,72.0,66.0
1535,Stephanie Yu,female,False,2.0,71.0,68.0,77.0,73.0,68.0,73.0,64.0,70.67
1536,Jose Hodge,male,False,16.0,99.0,88.0,88.0,90.0,82.0,88.0,90.0,91.67
1537,Steve Kelly,male,False,12.0,100.0,67.0,100.0,60.0,94.0,72.0,70.0,79.67
1538,Justin Morgan,male,True,4.0,77.0,59.0,60.0,98.0,74.0,76.0,60.0,70.67
1539,Robert Black,male,False,23.0,88.0,73.0,86.0,75.0,65.0,62.0,83.0,74.33
1540,Gabriella Pierce,female,False,15.0,88.0,99.0,64.0,79.0,52.0,75.0,92.0,87.33
1541,William Clay,male,False,31.0,99.0,88.0,97.0,97.0,71.0,67.0,79.0,84.67
1542,Nicholas Shea,male,True,3.0,50.0,88.0,58.0,78.0,83.0,97.0,88.0,78.33
1543,Heidi Ellis,female,False,2.0,69.0,93.0,62.0,99.0,98.0,98.0,68.0,86.67
1544,Cassandra Mills,female,False,35.0,89.0,86.0,96.0,92.0,97.0,89.0,95.0,88.0
1545,Robert Hart,male,False,27.0,93.0,97.0,77.0,70.0,81.0,83.0,87.0,91.0
1546,Natalie Garrison,female,False,32.0,96.0,83.0,67.0,86.0,81.0,92.0,73.0,90.33
1547,Melissa Campbell,female,True,24.0,92.0,98.0,93.0,60.0,74.0,84.0,97.0,91.33
1548,Joshua Cervantes,male,False,29.0,99.0,72.0,65.0,66.0,71.0,85.0,83.0,85.33
1549,Carlos Long,male,False,4.0,86.0,59.0,81.0,55.0,77.0,69.0,87.0,71.33
1550,Keith Hunt,male,False,17.0,91.0,92.0,95.0,90.0,73.0,75.0,95.0,86.0
1551,Kevin Turner,male,True,18.0,95.0,91.0,74.0,61.0,94.0,86.0,87.0,90.67
1552,Shane Washington,male,False,15.0,61.0,94.0,87.0,74.0,92.0,79.0,97.0,78.0
1553,Mark Duke,male,False,32.0,65.0,89.0,70.0,71.0,74.0,97.0,64.0,83.67
1554,Anna Lane,female,False,3.0,94.0,97.0,97.0,75.0,79.0,68.0,92.0,86.33
1555,Catherine Ibarra,female,False,31.0,94.0,68.0,89.0,90.0,91.0,98.0,72.0,86.67
1556,Brian Adams,male,False,3.0,56.0,67.0,87.0,97.0,88.0,57.0,86.0,60.0
1557,Michael James,male,False,25.0,89.0,63.0,88.0,73.0,78.0,84.0,74.0,78.67
1558,Robert Hernandez,male,True,0.0,65.0,70.0,100.0,66.0,71.0,61.0,61.0,65.33
1559,Anthony Walton,male,True,29.0,91.0,96.0,63.0,81.0,97.0,74.0,66.0,87.0
1560,Meghan Lewis,female,False,17.0,88.0,100.0,71.0,85.0,72.0,91.0,81.0,93.0
1561,Crystal Holland,female,True,0.0,49.0,51.0,57.0,80.0,89.0,53.0,76.0,51.0
1562,Brian Gibson,male,False,25.0,73.0,94.0,74.0,72.0,80.0,98.0,100.0,88.33
1563,Eric Heath,male,False,23.0,94.0,94.0,74.0,66.0,73.0,92.0,80.0,93.33
1564,Holly Dunn,female,True,4.0,84.0,61.0,59.0,76.0,72.0,54.0,66.0,66.33
1565,Paul Miller,male,False,11.0,97.0,91.0,91.0,61.0,68.0,77.0,97.0,88.33
1566,Katherine Reyes,female,False,12.0,82.0,84.0,69.0,66.0,65.0,74.0,68.0,80.0
1567,Paula Hernandez,female,True,48.0,96.0,97.0,98.0,98.0,97.0,96.0,89.0,96.33
1568,Aaron Ortega,male,False,0.0,44.0,98.0,53.0,68.0,94.0,91.0,84.0,77.67
1569,Jonathan Carter,male,False,12.0,97.0,64.0,90.0,69.0,88.0,83.0,77.0,81.33
1570,Christina Nguyen,female,False,31.0,77.0,93.0,65.0,68.0,71.0,75.0,76.0,81.67
1571,Anita Carter,female,True,19.0,89.0,99.0,96.0,72.0,84.0,62.0,98.0,83.33
1572,Madeline Holmes,female,False,17.0,86.0,92.0,65.0,81.0,73.0,84.0,79.0,87.33
1573,Luis Klein,male,False,24.0,73.0,71.0,84.0,96.0,92.0,94.0,75.0,79.33
1574,Laura Thornton,female,False,11.0,61.0,75.0,95.0,62.0,93.0,92.0,87.0,76.0
1575,William Ball,male,True,2.0,81.0,90.0,75.0,83.0,70.0,55.0,62.0,75.33
1576,Kristin Gilbert,female,True,32.0,90.0,99.0,94.0,91.0,92.0,85.0,64.0,91.33
1577,Aaron Ware,male,False,5.0,88.0,60.0,87.0,95.0,65.0,75.0,76.0,74.33
1578,Danny Carlson,male,False,23.0,86.0,92.0,84.0,82.0,88.0,84.0,65.0,87.33
1579,Julie Adkins,female,False,14.0,78.0,75.0,82.0,91.0,86.0,76.0,69.0,76.33
1580,Jerry Aguirre,male,True,1.0,73.0,90.0,70.0,80.0,64.0,53.0,79.0,72.0
1581,Jason Thomas,male,False,32.0,98.0,82.0,91.0,93.0,85.0,75.0,78.0,85.0
1582,Zachary Houston,male,False,34.0,81.0,79.0,100.0,88.0,81.0,64.0,95.0,74.67
1583,Donna Hoffman,female,False,13.0,73.0,87.0,72.0,98.0,82.0,89.0,98.0,83.0
1584,Austin Sanders,male,False,24.0,84.0,95.0,87.0,100.0,96.0,92.0,76.0,90.33
1585,Leslie Mercado,female,False,32.0,81.0,90.0,82.0,80.0,98.0,81.0,91.0,84.0
1586,Derrick Tucker,male,False,21.0,100.0,77.0,90.0,83.0,88.0,91.0,80.0,89.33
1587,Kelsey Alexander,female,True,0.0,83.0,50.0,59.0,77.0,66.0,87.0,60.0,73.33
1588,Rhonda Smith,female,False,34.0,87.0,75.0,90.0,82.0,99.0,66.0,92.0,76.0
1589,Isaac Santos,male,False,14.0,96.0,94.0,60.0,62.0,86.0,79.0,79.0,89.67
1590,David Sloan,male,False,25.0,98.0,76.0,69.0,75.0,76.0,98.0,81.0,90.67
1591,Amanda Peterson,female,False,5.0,83.0,66.0,97.0,95.0,91.0,76.0,80.0,75.0
1592,Cynthia Weeks,female,True,3.0,86.0,59.0,83.0,81.0,100.0,82.0,99.0,75.67
1593,Katherine Turner,female,False,20.0,82.0,67.0,88.0,62.0,73.0,64.0,79.0,71.0
1594,Joseph Patterson,male,False,26.0,82.0,98.0,78.0,63.0,83.0,91.0,94.0,90.33
1595,Jill Davis,female,False,2.0,100.0,71.0,70.0,86.0,80.0,91.0,62.0,87.33
1596,Amy Moore,female,False,1.0,100.0,80.0,88.0,81.0,93.0,93.0,84.0,91.0
1597,Eric Matthews,male,False,1.0,83.0,93.0,75.0,55.0,82.0,51.0,91.0,75.67
1598,Tamara Bennett,female,False,25.0,93.0,92.0,71.0,89.0,91.0,76.0,61.0,87.0
1599,Maria Perkins,female,False,35.0,86.0,86.0,100.0,86.0,94.0,87.0,85.0,86.33
1600,Jillian Reed,female,True,2.0,50.0,78.0,67.0,95.0,82.0,97.0,80.0,75.0
1601,Melissa Mora,female,False,5.0,78.0,68.0,56.0,50.0,76.0,67.0,97.0,71.0
1602,Tina Smith,female,False,24.0,91.0,69.0,82.0,87.0,100.0,93.0,100.0,84.33
1603,Rhonda Munoz,female,False,5.0,73.0,100.0,78.0,77.0,71.0,61.0,66.0,78.0
1604,Heidi Johnson,female,False,3.0,99.0,66.0,81.0,69.0,82.0,73.0,72.0,79.33
1605,Joshua Davis,male,False,5.0,88.0,82.0,99.0,65.0,83.0,65.0,98.0,78.33
1606,Laura Sanders,female,False,33.0,100.0,82.0,85.0,68.0,97.0,81.0,100.0,87.67
1607,Evan Francis,male,False,15.0,100.0,62.0,84.0,66.0,88.0,90.0,71.0,84.0
1608,Cynthia Miller,female,True,32.0,99.0,61.0,76.0,95.0,79.0,78.0,66.0,79.33
1609,Bobby Miller,male,False,14.0,81.0,99.0,85.0,72.0,67.0,78.0,69.0,86.0
1610,Justin Brooks,male,False,47.0,90.0,86.0,98.0,97.0,99.0,96.0,85.0,90.67
1611,Kayla Krueger,female,False,6.0,67.0,88.0,89.0,90.0,78.0,84.0,73.0,79.67
1612,Justin Kim,male,False,3.0,68.0,91.0,78.0,63.0,90.0,95.0,80.0,84.67
1613,Christian Blankenship,male,False,42.0,93.0,90.0,93.0,89.0,92.0,93.0,100.0,92.0
1614,Todd Williams,male,False,22.0,94.0,95.0,80.0,60.0,89.0,93.0,88.0,94.0
1615,Victoria Perez,female,False,1.0,88.0,96.0,74.0,90.0,82.0,70.0,83.0,84.67
1616,Madeline Hart,female,False,21.0,75.0,93.0,66.0,63.0,68.0,91.0,99.0,86.33
1617,Christopher Meyer,male,False,50.0,99.0,89.0,87.0,90.0,87.0,90.0,95.0,92.67
1618,Christopher Fleming,male,True,29.0,93.0,64.0,86.0,82.0,35.0,73.0,84.0,76.67
1619,Karen Ramsey,female,False,31.0,73.0,95.0,78.0,79.0,84.0,89.0,96.0,85.67
1620,Monica Dalton,female,False,5.0,64.0,61.0,76.0,100.0,93.0,61.0,65.0,62.0
1621,Gary Odonnell,male,False,25.0,76.0,87.0,98.0,88.0,94.0,86.0,64.0,83.0
1622,Ann Scott,female,False,22.0,91.0,93.0,82.0,81.0,95.0,91.0,70.0,91.67
1623,Jessica Jackson,female,False,1.0,70.0,98.0,51.0,51.0,96.0,96.0,70.0,88.0
1624,Lauren Morrison,female,False,26.0,90.0,92.0,95.0,85.0,93.0,69.0,65.0,83.67
1625,Alexander Brown,male,False,3.0,93.0,83.0,61.0,95.0,70.0,93.0,65.0,89.67
1626,Thomas Smith,male,True,12.0,61.0,99.0,66.0,99.0,100.0,70.0,60.0,76.67
1627,Jonathan Torres,male,False,1.0,51.0,69.0,85.0,61.0,59.0,81.0,63.0,67.0
1628,Robin Daniel,female,False,18.0,91.0,72.0,69.0,88.0,92.0,61.0,76.0,74.67
1629,Anthony Peterson,male,False,27.0,96.0,64.0,76.0,97.0,81.0,87.0,99.0,82.33
1630,Ashley Blankenship,female,False,24.0,93.0,75.0,84.0,66.0,74.0,99.0,66.0,89.0
1631,Jennifer Stewart,female,False,19.0,70.0,96.0,60.0,87.0,92.0,63.0,95.0,76.33
1632,James Compton,male,False,47.0,90.0,90.0,93.0,87.0,93.0,99.0,100.0,93.0
1633,David Bates,male,False,11.0,69.0,78.0,80.0,60.0,76.0,86.0,96.0,77.67
1634,Stephanie Green,female,False,29.0,89.0,90.0,72.0,98.0,96.0,84.0,87.0,87.67
1635,Garrett Nichols,male,False,14.0,86.0,99.0,90.0,61.0,66.0,96.0,87.0,93.67
1636,Erica Lopez,female,False,4.0,80.0,61.0,89.0,98.0,73.0,90.0,88.0,77.0
1637,Lisa Benitez,female,False,15.0,93.0,77.0,85.0,95.0,60.0,99.0,67.0,89.67
1638,Cheryl Gutierrez,female,False,32.0,87.0,91.0,86.0,96.0,65.0,77.0,83.0,85.0
1639,Stephen Hawkins,male,False,33.0,86.0,88.0,96.0,86.0,87.0,99.0,80.0,91.0
1640,Natalie Williams,female,False,29.0,87.0,80.0,97.0,98.0,91.0,64.0,97.0,77.0
1641,Anthony Arnold,male,False,31.0,96.0,83.0,97.0,100.0,85.0,92.0,69.0,90.33
1642,Deanna Coleman,female,False,29.0,90.0,89.0,70.0,90.0,83.0,82.0,87.0,87.0
1643,Lisa Barber,female,True,0.0,89.0,65.0,65.0,91.0,76.0,91.0,92.0,81.67
1644,Stephanie Miller,female,True,1.0,98.0,62.0,75.0,72.0,81.0,73.0,93.0,77.67
1645,Amy White,female,False,42.0,99.0,100.0,87.0,96.0,93.0,92.0,88.0,97.0
